Vitamin,Protein,Fat,Callorie,Carbohydrate,Stength
0.1566973478,0.1414421695,0.1253838837,1610.719012,2.776775599,3
-1.252223969,0.08226365847,0.1299358904,1346.908219,3.765778065,4
-0.01884760894,0.1353143815,0.124891825,1561.723799,2.908880711,3
-1.436500311,0.1057252096,0.09042711556,1404.958619,2.235485554,4
-1.13064599,0.1123136674,0.1002318263,1402.163069,2.614719391,3
-1.801804304,0.1026734518,0.08091244847,1392.506897,1.929891825,4
-0.3177584708,0.129435968,0.1160980389,1525.431404,2.705678225,3
-1.115338206,0.1063669187,0.09360899031,1397.374401,2.278770447,4
-0.2946642339,0.1258589718,0.1253663301,1517.45954,3.177374125,3
-1.671615958,0.1061265266,0.08045107871,1435.40523,1.896953344,4
-0.5337132215,0.1173812446,0.1189433113,1445.797504,3.108085871,3
-0.6798941493,0.09323378504,0.1353737414,1334.663558,3.994236708,4
-0.8632957339,0.08832627043,0.08767584711,1271.874303,1.735432625,4
-2.299975872,0.1203277308,0.03571568429,1559.03524,0.3215658963,4
-2.179770231,0.1200445599,0.03552748635,1536.368042,0.287057519,4
-1.21788764,0.1220523939,0.0491367653,1496.956242,0.499101907,4
-2.038635015,0.1193567678,0.03875972331,1529.963732,0.3348915875,4
-0.2415328324,0.069959728,0.1083228439,1179.916943,2.741003275,4
-0.6223393679,0.1265566765,0.09166742116,1508.57439,1.792696357,4
-0.6988172531,0.1009982391,0.07359076291,1402.958074,1.401105881,4
-0.3771843314,0.1147942499,0.09627735615,1469.97227,2.06308341,4
-0.6544259787,0.1116954558,0.08388134092,1469.167768,1.567107558,4
-0.1784236282,0.116372953,0.09698378295,1491.318934,2.124483585,4
-0.7089871764,0.1092409182,0.1002628952,1453.955305,2.38815093,4
-0.2380423844,0.09148329989,0.114294149,1371.496947,3.026683807,4
-0.2622696161,0.1246692649,0.1344186813,1523.638705,3.525545359,4
0.7890239954,0.1264670836,0.1323392689,1578.692745,3.385966539,4
0.6622296572,0.1237759371,0.1261020452,1535.91734,3.167247057,4
0.4974047244,0.1235609142,0.1296004057,1550.241877,3.273461103,4
0.57980901,0.1229458513,0.121362254,1565.004702,2.906092405,4
0.7837238312,0.1306712299,0.1259803474,1612.538433,3.016263962,4
0.2633444369,0.06960745316,0.1200153753,1125.505658,3.656349182,4
-0.952257812,0.07944347111,0.1470194161,1167.255584,4.813856125,4
-2.256165981,0.1014090722,0.0719909668,1417.826,1.865766883,4
-1.050190687,0.08632162952,0.08918871731,1282.369229,2.333616734,4
-2.680491209,0.117602987,0.07375698537,1552.07434,2.080651045,4
-2.317110062,0.1074777424,0.07834170759,1469.218895,2.178705692,4
-1.918366194,0.09584199398,0.09022769332,1388.049526,2.564182281,4
-0.7304480672,0.1243860004,0.156695798,1529.146974,4.625588894,1
-0.6850078106,0.1216736538,0.1705082059,1496.471584,5.500188828,3
-1.481122732,0.1314124625,0.1374314874,1542.801421,4.008967876,1
-2.165055513,0.1108454433,0.1139366329,1416.08956,3.616611958,3
-2.173843861,0.1182020523,0.1116911992,1464.378172,3.340069771,1
-1.563110709,0.1287494624,0.1338255405,1492.432421,3.948897362,3
-2.093272924,0.1097748083,0.1089459509,1380.074862,3.208673716,1
-1.010310888,0.1473947108,0.1691025943,1645.97738,4.859268188,3
-1.442506433,0.1422309526,0.1386686713,1597.900223,3.663124561,1
-1.651200533,0.1304057316,0.1281383634,1498.176254,3.64146781,3
-0.9131433368,0.1323902935,0.1183352321,1678.553733,2.762507439,1
-0.986866951,0.1259218124,0.09749681503,1472.425904,1.93381989,4
-1.879715681,0.1182078394,0.06773005426,1442.400437,1.008383512,4
-2.476897717,0.1133238066,0.05390721187,1470.075604,0.7312759161,4
-1.602302909,0.1121982959,0.07543113828,1418.25507,1.263353944,4
-1.010181427,0.1276642686,0.09554164857,1477.842632,1.832275271,4
-0.7822442651,0.1123853211,0.1138894111,1393.779593,2.842980146,4
-0.4752613008,0.1573004766,0.1532282233,1805.563549,4.07668972,4
-2.235759735,0.1184283615,0.0887068361,1494.160105,2.635799646,3
0.280769527,0.1468595452,0.1653066128,1728.796982,5.019232273,4
-1.41279912,0.09125049163,0.1010416225,1352.42291,3.11810112,3
-1.783556581,0.1019513372,0.1046531647,1385.860464,2.928420544,4
-2.082728386,0.1057912844,0.08845217526,1435.913851,2.551455736,3
-2.185839176,0.1059906286,0.08433126658,1420.067642,2.30386734,4
-2.306959629,0.10433428,0.08444199711,1379.105776,2.41747117,3
-1.279686689,0.1156005859,0.1152214259,1491.079761,3.100317478,4
-1.555166245,0.1059077552,0.07649006695,1382.402963,1.833273053,3
-1.005188346,0.09661711599,0.1425223947,1310.839405,4.301969051,4
-1.393065214,0.105619938,0.08829083294,1376.679321,2.208993435,3
-0.3979812562,0.1270102405,0.1607031226,1465.921966,4.959511757,3
-1.116844893,0.1245150785,0.1295497417,1437.615007,3.346334457,4
-1.272185087,0.09725532182,0.1119415909,1278.452437,2.722885609,4
-0.2036971599,0.107174941,0.1486313194,1415.426726,4.899938107,3
-1.305371881,0.1426306404,0.1420371383,1619.240908,4.318742275,4
-2.284986734,0.13142605,0.0983825922,1505.650715,2.926656485,4
-0.1495915204,0.100024862,0.1487471014,1407.641209,5.073737621,3
-1.45995903,0.140145678,0.1246438473,1546.677578,3.568692207,4
-2.099710226,0.1217780157,0.1104898825,1411.585803,3.716626883,4
0.232901305,0.1107636898,0.1558552384,1452.348922,4.845327377,3
-0.4911122322,0.1428520115,0.1548108011,1595.798941,4.253192425,4
-0.968744874,0.09408073513,0.1506022811,1272.854278,4.958789825,4
0.02453551255,0.1318997724,0.1603190154,1664.163225,4.708337784,3
-0.9634546041,0.1100144693,0.1509631723,1422.25574,5.241904736,4
-1.401990891,0.09662033221,0.1389287263,1344.387246,5.084603786,4
-0.01742200926,0.111215014,0.1519295871,1492.186468,4.806410313,3
-0.7237554789,0.1257257024,0.1460181028,1517.737609,4.419207573,4
-0.9397259951,0.1259037683,0.1424277872,1505.877893,4.545009613,4
-0.8416497111,0.1483402907,0.1608182788,1621.975781,4.4629879,4
-0.9717971683,0.1419028186,0.1489415318,1609.781987,3.996218443,4
-0.94870013,0.1409557351,0.1362025142,1573.267594,3.898028851,4
-0.8502626419,0.1534543943,0.1405535787,1643.928629,3.837113142,4
-1.063974619,0.07628722585,0.1885127127,1580.057189,7.284281254,2
-1.063974619,0.07628722585,0.1885127127,1580.057189,7.284281254,4
-0.3121570945,0.09676684068,0.1653733701,1324.296062,5.791125298,3
-1.255125046,0.1085638051,0.1566722244,1406.616184,5.142069817,4
-0.06979708374,0.1126182626,0.1494937092,1521.765773,4.369503975,1
-1.41869688,0.1216066129,0.1622358412,1569.094601,4.998868465,4
-1.0679456,0.08570119875,0.1761793643,1587.993804,6.249518394,2
-1.0679456,0.08570119875,0.1761793643,1587.993804,6.249518394,4
-0.5359895825,0.1053343607,0.1575674713,1572.613581,4.894499302,3
-1.850848794,0.1071687751,0.1295137256,1448.299502,4.561318398,4
-0.06553173065,0.1030554059,0.1535387486,1511.552306,4.616690636,1
-1.49674201,0.07998069273,0.1268787682,1264.830671,4.437960625,4
-1.185774565,0.07717637121,0.1856386662,1588.459715,7.094628334,2
-1.185774565,0.07717637121,0.1856386662,1588.459715,7.094628334,4
-0.5712236166,0.1086246595,0.1461106092,1529.430591,4.141013145,3
-2.052019596,0.1215361149,0.1040905789,1528.384984,3.359043121,4
-0.1317755133,0.1107793685,0.1548609585,1563.971931,4.688134193,1
-1.228011966,0.09845922628,0.1214642823,1372.002296,3.637420416,4
-0.9797977209,0.08795781967,0.1769824922,1590.007363,6.282791615,2
-0.9797977209,0.08795781967,0.1769824922,1590.007363,6.282791615,4
-0.1992344409,0.1197308182,0.1629983783,1636.724343,4.997652531,3
-1.194945335,0.1026891306,0.1617267877,1407.805476,5.413383961,4
0.01943509653,0.1201810224,0.1542248577,1539.825547,4.444013119,1
-1.052944183,0.1216591283,0.1594484746,1536.285708,4.952433586,4
-0.9018119574,0.08474193721,0.1803880483,1604.220208,6.636744499,2
-0.9018119574,0.08474193721,0.1803880483,1604.220208,6.636744499,4
-0.4976640642,0.1104691532,0.1474044472,1528.109705,4.311724663,3
-1.12439847,0.1083917334,0.1278117597,1394.128023,3.970664501,4
-0.1968467683,0.1135181279,0.1551663429,1612.686738,4.584145069,1
-1.622935891,0.09479919015,0.1112955809,1338.468757,3.326129675,4
-1.003562212,0.08532266879,0.1744109839,1607.559303,6.070463181,4
-1.811500311,0.1061704448,0.1200284138,1440.659586,3.919079065,4
-1.096521378,0.1029019137,0.1416858137,1370.445414,4.161131859,4
-1.518285632,0.1040027889,0.09438674152,1379.784253,2.318091869,4
-1.585759163,0.1137482529,0.08859683573,1441.459463,1.954403281,4
-1.160044312,0.1079829505,0.1086556837,1415.64733,2.816621065,4
-1.043031454,0.1088576011,0.1071903333,1404.124954,2.795017719,4
-1.540981054,0.05908203125,0.140603587,1044.114408,4.551569462,4
0.3710743785,0.1030239917,0.07658541948,1422.582306,1.24799335,2
0.7128687501,0.0978679132,0.08252511173,1417.75572,1.434092999,4
-0.6620388031,0.0944125876,0.08508627862,1454.24805,1.565711498,1
-0.185341984,0.09911327231,0.08100055158,1484.612454,1.378641129,2
-0.5627409816,0.09262560923,0.08600295335,1404.391369,1.631290436,2
0.0145998951,0.1096744494,0.07114233077,1450.289745,1.072068095,2
-0.1718536317,0.1031793031,0.07795325667,1438.445811,1.27963233,4
-0.9617065191,0.09352541297,0.08249019831,1505.324994,1.44530654,1
-0.298935622,0.09658359554,0.07494430989,1442.15453,1.203870773,2
-0.490719974,0.1228520105,0.09545924515,1614.031114,1.743020177,2
0.8950487971,0.1013021578,0.08636587858,1434.406676,1.577031493,2
-0.4001454413,0.1042743046,0.07252842933,1440.233896,1.133005857,4
-0.747092247,0.1043960955,0.08040849119,1519.948069,1.349439144,1
-0.6838469505,0.09238571761,0.07699983567,1448.591952,1.278560042,2
-0.7750726938,0.08891310386,0.08461052924,1482.447336,1.513617992,2
0.7666292787,0.09787636763,0.080488801,1410.079867,1.397608042,2
-0.8006445765,0.09688463124,0.07291667163,1412.900242,1.160355091,4
-0.5782925487,0.09428979716,0.08510134369,1453.801799,1.561875701,1
-0.2475751936,0.09024019854,0.08217488974,1435.175602,1.440106153,2
-0.8369304538,0.08529390732,0.07896085829,1420.685001,1.363735676,2
0.2427791357,0.09429750072,0.0819247812,1401.222887,1.464255214,2
-0.2938444018,0.100730406,0.07194126397,1425.328418,1.121464252,4
-0.394598484,0.09869104788,0.07159849256,1430.89048,1.110121846,1
-1.099379897,0.0872604405,0.08121713251,1448.964858,1.422933102,2
0.0877205357,0.1001782899,0.1077117398,1531.715905,2.378012896,2
0.9406087995,0.09340809139,0.08992046863,1382.9468,1.746478915,2
0.1192398295,0.1145583792,0.08441986889,1527.312972,1.439181566,2
-0.3087555766,0.1019567087,0.08064499497,1474.855222,1.370500565,2
0.2024380863,0.1020977099,0.07760489732,1484.394019,1.254911542,3
1.06540513,0.09445778383,0.09043899924,1463.309552,1.665543318,2
-0.04847931862,0.1099213834,0.08006163687,1491.252111,1.32708323,2
-0.4827475548,0.1014807465,0.06914269179,1467.816394,1.010627389,3
1.035836577,0.1006016163,0.09344390035,1471.993049,1.760639548,2
-0.06194758415,0.09388072976,0.08179294318,1479.239747,1.402699113,2
-0.5973125696,0.09036338876,0.07415775955,1439.629763,1.179411054,3
1.46937418,0.08604613138,0.09342560917,1407.52087,1.820333481,2
0.9138156772,0.09670768528,0.08334688097,1447.737127,1.452840686,2
-0.4219848216,0.09796240346,0.08486835659,1508.394618,1.485179186,3
0.7776243687,0.1030072315,0.08729320765,1509.31954,1.531781316,2
0.3668692708,0.1020362224,0.08170928061,1476.442507,1.389187455,2
-0.8655402064,0.09557909933,0.08816570044,1479.436825,1.679317713,3
0.971731782,0.1064441926,0.0948645547,1498.534793,1.819687009,2
0.312871635,0.08336506415,0.08961300552,1429.543163,1.713717103,2
0.1933829337,0.09113540475,0.08626133204,1492.321222,1.538592219,3
0.3956417441,0.1121523796,0.08745375276,1517.271696,1.551066399,2
0.1872150451,0.1000540797,0.08795247972,1459.420094,1.622227192,2
-0.09233608097,0.08519334597,0.08973465115,1480.495595,1.705322862,1
-0.3395448625,0.08227483195,0.1011786908,1505.95728,2.172160149,1
-0.2905345857,0.09425619983,0.09321517497,1543.696898,1.775733232,1
-0.2057816088,0.08022371345,0.1023321226,1475.435995,2.264078379,1
-0.2884140909,0.1017658574,0.1007978693,1543.409082,2.09966445,1
-0.3618301451,0.08069071638,0.100723654,1503.577565,2.154424906,1
-0.6374616027,0.08738111413,0.08151952177,1472.771667,1.417739987,1
-0.3980093002,0.08272157866,0.1044696644,1504.308821,2.325485229,1
-0.4812444746,0.09060131221,0.0758767575,1450.734287,1.232818007,1
-0.304977119,0.07885406214,0.1014176831,1505.840081,2.189918756,1
-0.4312271178,0.1153575652,0.08767716587,1523.572658,1.570517063,1
-0.228625685,0.09550378082,0.07579745352,1412.760695,1.254065275,1
-0.5306432843,0.09627427967,0.07077323645,1405.113579,1.103842854,1
0.3130680025,0.115360925,0.08679085225,1529.849913,1.527675748,1
0.2765133381,0.1133159672,0.08719593287,1513.606012,1.554780483,1
-0.9589294195,0.104753647,0.1123925894,1364.378539,3.46502471,4
-0.9931730032,0.09372088231,0.1229369491,1294.303234,4.05124712,4
-0.2243577987,0.1167518546,0.1291237772,1466.608717,3.638072491,4
-0.2204621583,0.1048147219,0.1193377823,1353.895031,3.425642014,4
-0.230885461,0.1120224699,0.1255252957,1396.885832,3.73881197,4
-1.096898317,0.05469196939,0.1576664597,1067.297352,5.797341347,4
-1.763661623,0.09250516343,0.1110775843,1329.454234,3.484114408,4
-1.879025817,0.09465040854,0.09933280945,1329.92915,2.964624882,4
